Option,Energy Cores,Energy Ram,Energy Gpu,Energy Pkg,Time (perf) (s),Time (exec) (s),Ratio time (%),Power_Cores,Power_Ram,Power_Gpu,Power_Pkg
":version :original, :n-workers 24, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.8,5.59,0.06,80.58,2.7512591,0.11296,0.0410576,19.55,2.03,0.02,29.29
":version :original, :n-workers 26, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.52,5.65,0.05,81.56,2.7865132,0.119746,0.0429734,19.57,2.03,0.02,29.27
":version :original, :n-workers 28, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.07,5.69,0.05,81.0,2.8008561,0.116878,0.0417294,19.3,2.03,0.02,28.92
":version :original, :n-workers 30, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.95,5.66,0.06,80.72,2.7914562,0.12114,0.0433967,19.33,2.03,0.02,28.92
":version :original, :n-workers 32, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.88,5.68,0.04,80.69,2.7974332,0.112355,0.0401636,19.26,2.03,0.01,28.84
":version :original, :n-workers 34, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.03,5.71,0.05,82.2,2.8028274,0.120931,0.0431461,19.63,2.04,0.02,29.33
":version :original, :n-workers 36, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.75,5.73,0.05,81.88,2.8183257,0.124022,0.0440056,19.43,2.03,0.02,29.05
":version :original, :n-workers 38, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.83,5.7,0.07,82.13,2.8167171,0.124089,0.0440545,19.47,2.02,0.02,29.16
":version :original, :n-workers 40, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.95,5.72,0.05,83.24,2.8127397,0.143459,0.0510033,19.89,2.03,0.02,29.59
":version :original, :n-workers 42, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.57,5.7,0.04,81.51,2.8047394,0.119718,0.0426842,19.46,2.03,0.01,29.06
":version :original, :n-workers 44, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",58.01,5.77,0.05,85.39,2.8395759,0.181063,0.0637641,20.43,2.03,0.02,30.07
":version :original, :n-workers 46, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.42,5.67,0.05,81.26,2.7981024,0.128381,0.0458815,19.45,2.03,0.02,29.04
":version :original, :n-workers 48, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.92,5.71,0.04,81.85,2.8002478,0.122381,0.0437036,19.61,2.04,0.01,29.23
":version :original, :n-workers 50, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.07,5.74,0.06,82.33,2.8216178,0.138888,0.0492228,19.52,2.03,0.02,29.18
":version :original, :n-workers 52, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.86,5.77,0.05,83.18,2.8408202,0.152572,0.053707,19.66,2.03,0.02,29.28
":version :original, :n-workers 54, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.03,5.74,0.06,83.28,2.8203946,0.147395,0.0522604,19.87,2.04,0.02,29.53
":version :original, :n-workers 56, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.03,5.72,0.04,82.09,2.8028417,0.121049,0.043188,19.63,2.04,0.01,29.29
":version :original, :n-workers 58, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.3,5.79,0.05,83.2,2.8590363,0.133322,0.0466318,19.34,2.03,0.02,29.1
":version :original, :n-workers 60, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.29,5.66,0.05,82.45,2.7795991,0.128069,0.0460746,19.89,2.04,0.02,29.66
":version :original, :n-workers 62, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",58.24,5.8,0.05,85.86,2.8608385,0.187659,0.0655958,20.36,2.03,0.02,30.01
":version :original, :n-workers 64, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.7,5.69,0.04,81.58,2.797367,0.13286,0.0474947,19.55,2.03,0.01,29.16
":version :original, :n-workers 1, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.37,5.76,0.04,79.26,2.8739263,0.162699,0.0566121,17.87,2.0,0.01,27.58
":version :original, :n-workers 2, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.09,5.61,0.04,79.14,2.786055,0.118329,0.0424719,18.7,2.01,0.01,28.41
":version :original, :n-workers 4, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.32,5.55,0.05,78.97,2.7520292,0.099653,0.0362107,19.01,2.02,0.02,28.7
":version :original, :n-workers 6, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.29,5.6,0.05,78.99,2.778304,0.0985,0.0354533,18.82,2.02,0.02,28.43
":version :original, :n-workers 8, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.4,5.83,0.06,81.37,2.8903279,0.09889,0.0342141,18.48,2.02,0.02,28.15
":version :original, :n-workers 10, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.56,5.64,0.04,80.41,2.785149,0.106795,0.0383444,19.23,2.03,0.01,28.87
":version :original, :n-workers 12, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.18,5.67,0.05,81.32,2.8057051,0.115999,0.041344,19.31,2.02,0.02,28.98
":version :original, :n-workers 14, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.54,5.75,0.06,82.9,2.8337415,0.137101,0.0483816,19.6,2.03,0.02,29.25
":version :original, :n-workers 16, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.92,5.63,0.05,80.68,2.7792605,0.107538,0.038693,19.4,2.03,0.02,29.03
":version :original, :n-workers 18, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.13,5.69,0.05,81.32,2.8046303,0.106755,0.0380638,19.3,2.03,0.02,28.99
":version :original, :n-workers 20, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.45,5.68,0.05,82.57,2.7970062,0.136118,0.0486656,19.82,2.03,0.02,29.52
":version :original, :n-workers 22, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.72,5.63,0.04,80.57,2.7761427,0.109234,0.0393474,19.35,2.03,0.01,29.02
":version :original, :n-workers 24, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.12,5.7,0.05,82.1,2.7956032,0.12578,0.0449921,19.72,2.04,0.02,29.37
":version :original, :n-workers 26, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.74,5.69,0.05,81.64,2.8096663,0.132051,0.0469988,19.48,2.03,0.02,29.06
":version :original, :n-workers 28, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.15,5.71,0.05,83.37,2.8235061,0.146638,0.0519347,19.89,2.02,0.02,29.53
":version :original, :n-workers 30, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.47,5.66,0.05,81.59,2.7907216,0.117391,0.0420647,19.52,2.03,0.02,29.24
":version :original, :n-workers 32, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.75,5.67,0.05,81.92,2.7988241,0.11772,0.0420605,19.56,2.03,0.02,29.27
":version :original, :n-workers 34, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.46,5.68,0.05,82.42,2.7980467,0.119983,0.042881,19.82,2.03,0.02,29.46
":version :original, :n-workers 36, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.0,5.67,0.06,82.07,2.7927526,0.12341,0.0441894,19.69,2.03,0.02,29.39
":version :original, :n-workers 38, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.96,5.72,0.06,84.37,2.81367,0.159505,0.0566893,20.24,2.03,0.02,29.99
":version :original, :n-workers 40, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.85,5.76,0.06,83.29,2.833079,0.136642,0.0482309,19.71,2.03,0.02,29.4
":version :original, :n-workers 42, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",59.26,5.85,0.05,87.06,2.8844194,0.198935,0.0689688,20.54,2.03,0.02,30.18
":version :original, :n-workers 44, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.63,5.7,0.06,81.89,2.8093382,0.128902,0.0458834,19.45,2.03,0.02,29.15
":version :original, :n-workers 46, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.32,5.74,0.06,82.69,2.8260703,0.135251,0.0478583,19.57,2.03,0.02,29.26
":version :original, :n-workers 48, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",58.07,5.82,0.08,85.92,2.861357,0.18332,0.0640675,20.29,2.03,0.03,30.03
":version :original, :n-workers 50, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",58.1,5.76,0.05,85.65,2.8368194,0.184943,0.0651938,20.48,2.03,0.02,30.19
":version :original, :n-workers 52, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.55,5.72,0.06,83.89,2.8083364,0.146136,0.0520365,20.14,2.04,0.02,29.87
":version :original, :n-workers 54, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",57.77,5.8,0.06,85.21,2.8575525,0.185088,0.0647715,20.22,2.03,0.02,29.82
":version :original, :n-workers 56, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.14,5.75,0.06,83.39,2.819256,0.143428,0.0508744,19.91,2.04,0.02,29.58
":version :original, :n-workers 58, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.26,5.64,0.05,82.14,2.7691917,0.134258,0.0484827,19.96,2.04,0.02,29.66
":version :original, :n-workers 60, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.37,5.72,0.05,82.57,2.8080544,0.131737,0.046914,19.72,2.04,0.02,29.4
":version :original, :n-workers 62, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",59.92,5.88,0.05,87.94,2.9001592,0.218298,0.075271,20.66,2.03,0.02,30.32
":version :original, :n-workers 64, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.2,5.71,0.05,82.3,2.8090121,0.133247,0.0474355,19.65,2.03,0.02,29.3
":version :original, :n-workers 1, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.92,5.67,0.05,79.4,2.8103183,0.162876,0.0579564,18.47,2.02,0.02,28.25
":version :original, :n-workers 2, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.31,5.61,0.04,79.36,2.7911635,0.12035,0.0431182,18.74,2.01,0.01,28.43
":version :original, :n-workers 4, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.41,5.56,0.05,78.98,2.7401272,0.092597,0.033793,19.13,2.03,0.02,28.82
":version :original, :n-workers 6, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.03,5.6,0.05,79.75,2.7738875,0.103186,0.0371991,19.12,2.02,0.02,28.75
":version :original, :n-workers 8, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.99,5.6,0.05,79.84,2.7729196,0.094511,0.0340836,19.11,2.02,0.02,28.79
":version :original, :n-workers 10, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.31,5.65,0.05,81.25,2.7914535,0.114051,0.0408572,19.46,2.02,0.02,29.11
":version :original, :n-workers 12, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.22,5.67,0.05,81.44,2.7978781,0.110709,0.0395689,19.38,2.03,0.02,29.11
":version :original, :n-workers 14, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.75,5.63,0.05,80.65,2.7838942,0.112142,0.0402824,19.31,2.02,0.02,28.97
":version :original, :n-workers 16, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.19,5.68,0.06,81.21,2.7930847,0.113329,0.0405749,19.4,2.03,0.02,29.08
":version :original, :n-workers 18, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.41,5.65,0.05,81.45,2.7837832,0.113396,0.0407345,19.55,2.03,0.02,29.26
":version :original, :n-workers 20, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.36,5.66,0.05,81.43,2.7884885,0.116724,0.0418592,19.49,2.03,0.02,29.2
":version :original, :n-workers 22, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.91,5.68,0.04,82.16,2.7955404,0.122499,0.0438194,19.64,2.03,0.01,29.39
":version :original, :n-workers 24, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.74,5.67,0.07,81.6,2.7943066,0.120066,0.0429681,19.59,2.03,0.03,29.2
":version :original, :n-workers 26, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.72,5.62,0.06,81.57,2.7768791,0.12756,0.0459365,19.71,2.02,0.02,29.37
":version :original, :n-workers 28, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.53,5.67,0.06,81.41,2.7940142,0.118872,0.0425452,19.52,2.03,0.02,29.14
":version :original, :n-workers 30, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.84,5.76,0.05,82.06,2.8295893,0.125476,0.0443442,19.38,2.04,0.02,29.0
":version :original, :n-workers 32, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.59,5.7,0.04,82.68,2.8072765,0.137565,0.049003,19.8,2.03,0.01,29.45
":version :original, :n-workers 34, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.36,5.69,0.05,81.3,2.7982003,0.126679,0.0452716,19.43,2.03,0.02,29.05
":version :original, :n-workers 36, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.81,5.76,0.06,83.23,2.8250193,0.120495,0.0426528,19.76,2.04,0.02,29.46
":version :original, :n-workers 38, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.78,5.77,0.06,84.21,2.8311054,0.145421,0.0513654,20.06,2.04,0.02,29.74
":version :original, :n-workers 40, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.42,5.68,0.06,82.45,2.7768163,0.11129,0.0400783,19.96,2.05,0.02,29.69
":version :original, :n-workers 42, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.53,5.82,0.05,84.04,2.8447858,0.139742,0.0491222,19.87,2.05,0.02,29.54
":version :original, :n-workers 44, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",57.46,5.81,0.05,84.92,2.8503945,0.162254,0.0569233,20.16,2.04,0.02,29.79
":version :original, :n-workers 46, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.9,5.72,0.06,83.1,2.8015688,0.118549,0.0423152,19.95,2.04,0.02,29.66
":version :original, :n-workers 48, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",58.53,5.85,0.07,86.19,2.8687765,0.170642,0.0594825,20.4,2.04,0.02,30.04
":version :original, :n-workers 50, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.22,5.72,0.06,82.28,2.8089585,0.134916,0.0480306,19.66,2.04,0.02,29.29
":version :original, :n-workers 52, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.82,5.72,0.06,81.95,2.8112489,0.128612,0.0457491,19.5,2.03,0.02,29.15
":version :original, :n-workers 54, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",61.91,5.94,0.06,90.06,2.9250877,0.245839,0.084045,21.17,2.03,0.02,30.79
":version :original, :n-workers 56, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",57.62,5.8,0.04,85.21,2.8627531,0.181488,0.0633963,20.13,2.03,0.01,29.77
":version :original, :n-workers 58, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",59.18,5.85,0.06,86.98,2.8898454,0.199372,0.0689905,20.48,2.02,0.02,30.1
":version :original, :n-workers 60, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",59.04,5.82,0.06,86.71,2.8663867,0.198953,0.069409,20.6,2.03,0.02,30.25
":version :original, :n-workers 62, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.86,5.7,0.04,81.92,2.8021589,0.129369,0.0461676,19.58,2.03,0.01,29.23
":version :original, :n-workers 64, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.49,5.73,0.05,83.88,2.8138938,0.147713,0.0524942,20.08,2.04,0.02,29.81
":version :original, :n-workers 1, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.11,5.7,0.06,79.99,2.835966,0.161407,0.0569143,18.37,2.01,0.02,28.21
":version :original, :n-workers 2, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.37,5.61,0.06,79.3,2.7814842,0.109104,0.0392251,18.83,2.02,0.02,28.51
":version :original, :n-workers 4, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.61,5.62,0.05,79.52,2.7799868,0.11604,0.0417412,18.92,2.02,0.02,28.6
":version :original, :n-workers 6, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.05,5.53,0.05,79.77,2.7393514,0.091897,0.033547,19.37,2.02,0.02,29.12
":version :original, :n-workers 8, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.48,5.62,0.04,80.38,2.7770179,0.10187,0.0366832,19.26,2.02,0.01,28.94
":version :original, :n-workers 10, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.42,5.55,0.06,79.88,2.7400983,0.103577,0.0378005,19.5,2.03,0.02,29.15
":version :original, :n-workers 12, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.5,5.64,0.06,81.37,2.7918138,0.119949,0.0429645,19.52,2.02,0.02,29.15
":version :original, :n-workers 14, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.08,5.57,0.06,80.78,2.7454983,0.10272,0.037414,19.7,2.03,0.02,29.42
":version :original, :n-workers 16, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.0,5.8,0.05,82.56,2.8797755,0.137793,0.0478485,19.1,2.01,0.02,28.67
":version :original, :n-workers 18, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.31,5.64,0.06,81.1,2.780654,0.113754,0.0409091,19.53,2.03,0.02,29.17
":version :original, :n-workers 20, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.57,5.66,0.04,80.27,2.7918311,0.106207,0.0380421,19.19,2.03,0.01,28.75
":version :original, :n-workers 22, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.83,5.7,0.05,82.83,2.8048207,0.138085,0.0492313,19.91,2.03,0.02,29.53
":version :original, :n-workers 24, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.64,5.62,0.05,81.43,2.7699807,0.111787,0.0403566,19.73,2.03,0.02,29.4
":version :original, :n-workers 26, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.06,5.73,0.06,83.25,2.8262684,0.147361,0.0521398,19.84,2.03,0.02,29.46
":version :original, :n-workers 28, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.6,5.7,0.06,82.71,2.8181738,0.142338,0.0505072,19.73,2.02,0.02,29.35
":version :original, :n-workers 30, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.65,5.71,0.05,81.59,2.813443,0.126033,0.0447967,19.42,2.03,0.02,29.0
":version :original, :n-workers 32, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.45,5.65,0.06,81.1,2.7769659,0.119107,0.0428911,19.61,2.03,0.02,29.2
":version :original, :n-workers 34, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.46,5.69,0.05,81.21,2.8039164,0.124995,0.0445787,19.42,2.03,0.02,28.96
":version :original, :n-workers 36, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.79,5.78,0.04,84.16,2.8554928,0.177213,0.0620604,19.89,2.02,0.01,29.47
":version :original, :n-workers 38, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",57.02,5.77,0.05,84.28,2.8465149,0.174098,0.0611618,20.03,2.03,0.02,29.61
":version :original, :n-workers 40, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.07,5.6,0.05,81.64,2.7575545,0.125901,0.0456568,19.97,2.03,0.02,29.61
":version :original, :n-workers 42, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.98,5.75,0.05,82.25,2.8386062,0.127193,0.0448083,19.37,2.03,0.02,28.98
":version :original, :n-workers 44, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.69,5.65,0.06,81.5,2.7705419,0.117466,0.0423982,19.74,2.04,0.02,29.42
":version :original, :n-workers 46, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.13,5.69,0.05,82.13,2.7972897,0.126609,0.0452613,19.71,2.03,0.02,29.36
":version :original, :n-workers 48, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",58.47,5.77,0.05,85.71,2.8390667,0.202543,0.0713414,20.59,2.03,0.02,30.19
":version :original, :n-workers 50, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.14,5.74,0.05,80.89,2.8159237,0.125277,0.0444888,19.23,2.04,0.02,28.73
":version :original, :n-workers 52, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.64,5.8,0.04,83.87,2.8521337,0.165701,0.0580972,19.86,2.03,0.01,29.41
":version :original, :n-workers 54, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",48.08,5.94,0.05,75.42,2.9339479,0.133056,0.0453505,16.39,2.02,0.02,25.71
":version :original, :n-workers 56, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",57.11,5.81,0.07,84.53,2.8561764,0.169417,0.059316,20.0,2.03,0.02,29.6
":version :original, :n-workers 58, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.11,5.66,0.07,81.96,2.7850029,0.132371,0.0475299,19.79,2.03,0.03,29.43
":version :original, :n-workers 60, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.46,5.61,0.05,80.94,2.7607131,0.127288,0.0461069,19.73,2.03,0.02,29.32
":version :original, :n-workers 62, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",56.42,5.77,0.04,83.63,2.8309871,0.154867,0.0547042,19.93,2.04,0.01,29.54
":version :original, :n-workers 64, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.21,5.74,0.06,82.26,2.8256394,0.139984,0.0495406,19.54,2.03,0.02,29.11
":version :original, :n-workers 1, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",52.16,5.66,0.07,79.69,2.8143789,0.161469,0.0573729,18.53,2.01,0.02,28.32
":version :original, :n-workers 2, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",51.69,5.58,0.05,78.54,2.7693679,0.105448,0.0380766,18.66,2.01,0.02,28.36
":version :original, :n-workers 4, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",48.03,5.7,0.06,74.86,2.8353304,0.090138,0.031791,16.94,2.01,0.02,26.4
":version :original, :n-workers 6, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.2,5.57,0.05,79.96,2.7580587,0.094029,0.0340925,19.29,2.02,0.02,28.99
":version :original, :n-workers 8, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",53.79,5.6,0.05,80.64,2.7693206,0.115669,0.041768,19.42,2.02,0.02,29.12
":version :original, :n-workers 10, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",54.11,5.62,0.06,81.04,2.7712693,0.105684,0.0381356,19.53,2.03,0.02,29.24
":version :original, :n-workers 12, :n-secondary-workers 0, :n-reservations 50, :n-relations 50, :n-queries 10, :password-work-factor 5",55.53,5.69,0.05,82.82,2.8178189,0.142092,0.0504262,19.71,2.02,0.02,29.39
